,Country,Year,Region,Democracy Index,energy_cons,rail_cargo,urban_per,service_per,GDP
258,Israel,2016,Middle East and North Africa,7.85,58.9424,1404.4,92.256,69.3104997307966,322102790386.835
259,Morocco,2016,Middle East and North Africa,4.77,29.85,3831.0,61.36,53.3932404781727,111572946646.535
260,Tunisia,2016,Middle East and North Africa,6.4,15.31688,667.0,68.346,59.702065971293,44360065796.6202
261,Gabon,2016,Sub-Saharan Africa,3.74,2.10568,2058.0,88.559,41.7428124794395,14023890263.875
262,Canada,2015,North America,9.08,543.406076,412985.0,81.259,67.0009977683349,1556508816217.14
263,United States,2015,North America,8.05,3914.29917567,2547253.0,81.671,76.7423962861671,18206020741000.0
264,Austria,2015,Western Europe,8.54,64.664019,20814.0,57.715,62.8806356002249,381971148530.543
265,Denmark,2015,Western Europe,9.11,33.120167,2603.0,87.526,65.8338124329574,302673070846.857
266,Finland,2015,Western Europe,9.03,80.790649,8468.0,85.225,60.8226695366275,234534382384.766
267,France,2015,Western Europe,7.92,450.044349,36328.056893,79.655,70.2087214887702,2439188643162.5
268,Germany,2015,Western Europe,8.64,537.623698,116632.0,77.2,62.1545645004593,3357585719351.56
269,Greece,2015,Western Europe,7.45,52.580293,294.0,78.046,69.9937499738829,195683527003.375
270,Ireland,2015,Western Europe,8.85,25.779363,96.0,62.538,53.8066109735054,291775166506.891
271,Italy,2015,Western Europe,7.98,300.060217,20781.0,69.565,66.9714230482283,1836637711060.55
272,Luxembourg,2015,Western Europe,8.88,6.30309,206.945675,90.179,79.7312744577697,60071584216.1375
273,Netherlands,2015,Western Europe,8.92,111.085837,6545.0,90.173,70.0646949020881,765572770634.375
274,Norway,2015,Western Europe,9.93,120.062,3631.0,81.091,55.9833722181738,388159512245.53
275,Portugal,2015,Western Europe,7.79,47.319549,2661.0,63.514,65.5290250615427,199394066525.44
276,Spain,2015,Western Europe,8.3,239.498544,10812.0,79.602,67.9981856835966,1196156971279.69
277,Sweden,2015,Western Europe,9.45,129.694994,20699.0,86.553,65.3037575666534,505103781349.757
278,Switzerland,2015,Western Europe,9.09,55.903907,12431.0,73.718,72.031712565285,694118186379.628
279,United Kingdom,2015,Western Europe,8.31,320.635534,19342.444761281,82.626,70.5714425522567,2934857946213.47
280,Albania,2015,Central and Eastern Europe,5.91,5.98605,23.124,57.434,46.2844425914396,11386853143.152
281,Armenia,2015,Central and Eastern Europe,4.0,5.32894,640.0,63.085,48.2126693907876,10553337527.7745
282,Azerbaijan,2015,Central and Eastern Europe,2.71,20.27446,6210.0,54.714,39.9959543949982,53076244754.5037
283,Belarus,2015,Central and Eastern Europe,3.62,31.7157,40785.0,77.181,47.7421866310755,56454895054.6555
284,Bosnia and Herzegovina,2015,Central and Eastern Europe,4.83,11.44932,1286.0,47.173,54.9288362525282,16404352155.614
285,Bulgaria,2015,Central and Eastern Europe,7.14,29.719049,3650.0,73.99,58.2883825965819,50828088835.9428
286,Croatia,2015,Central and Eastern Europe,6.93,15.729444,2183.0,56.155,59.5103778796869,50742086222.907
287,Estonia,2015,Central and Eastern Europe,7.85,7.679151,3114.0,68.416,59.9946528009154,22890762090.1508
288,Georgia,2015,Central and Eastern Europe,5.88,9.93326,4261.25,57.448,62.0191542655076,14953675992.6704
289,Hungary,2015,Central and Eastern Europe,6.84,38.433949,10009.615,70.5,54.0817040067795,125174166987.372
290,Kazakhstan,2015,Central and Eastern Europe,3.06,81.52606,235580.4,57.191,59.297627869996,184388404428.843
291,Kyrgyzstan,2015,Central and Eastern Europe,5.33,10.6802,918.0,35.777,52.1498322606782,6678177483.42949
292,Latvia,2015,Central and Eastern Europe,7.37,6.554824,18906.0,67.98,65.3608035381228,27263090547.0617
293,Lithuania,2015,Central and Eastern Europe,7.54,10.022145,14036.0,67.23,59.905017707796,41435533340.3883
294,Moldova,2015,Central and Eastern Europe,6.35,5.674,963.0,42.49,53.3342064591852,7798692878.40136
295,Montenegro,2015,Central and Eastern Europe,6.01,2.83828,111.9,65.806,60.2777607516407,4054728172.94375
296,North Macedonia,2015,Central and Eastern Europe,6.02,6.756922,278.0,57.408,53.7301817323071,10064519962.5655
297,Poland,2015,Central and Eastern Europe,7.09,137.874268,50602.9,60.278,55.0897401181337,477111287969.227
298,Romania,2015,Central and Eastern Europe,6.68,46.906554,13673.0,53.887,52.6021284872954,177883897811.434
299,Russia,2015,Central and Eastern Europe,3.31,891.82394,2304758.6,74.05,56.1424909689074,1363482179761.17
300,Serbia,2015,Central and Eastern Europe,6.71,28.454154,3248.0,55.696,50.8666401669851,39655949731.3816
301,Slovakia,2015,Central and Eastern Europe,7.29,25.526914,8439.0,53.889,57.271204739812,88900883130.8374
302,Slovenia,2015,Central and Eastern Europe,7.57,12.934633,4175.0,53.781,56.3359515251486,43107506024.3254
303,Tajikistan,2015,Central and Eastern Europe,1.95,12.97528,317.0,26.742,39.1778381962344,8271431932.43678
304,Turkmenistan,2015,Central and Eastern Europe,1.83,15.09196,13327.0,50.317,36.4001308869185,35799714285.7143
305,Ukraine,2015,Central and Eastern Europe,5.7,133.6114,195054.0,69.061,51.1686439927907,91030968761.4155
306,Uzbekistan,2015,Central and Eastern Europe,1.95,44.243956,22935.0,50.75,39.1570431690355,86196264741.9423
307,Argentina,2015,Latin America and the Caribbean,7.02,128.650162,8274.0,91.503,55.8149012843362,594749285413.212
308,Chile,2015,Latin America and the Caribbean,7.84,68.654957,4085.724617,87.36,58.3447093583013,242496655711.515
309,Mexico,2015,Latin America and the Caribbean,6.55,256.556957,82712.0,79.285,61.0447802221286,1171870072962.76
310,Australia,2015,Asia and Australasia,9.01,219.056959,401600.0,85.701,67.2328367127558,1350580336316.75
311,Bangladesh,2015,Asia and Australasia,5.73,48.25778,694.0,34.308,53.7138319423318,195078574089.067
312,China,2015,Asia and Australasia,3.14,5273.535637,2375430.0,55.5,50.7716451484828,11061573199439.7
313,India,2015,Asia and Australasia,7.74,1093.537703844,681696.0,32.777,47.7837481204463,2103588347241.77
314,Indonesia,2015,Asia and Australasia,7.03,208.10663,10057.0,53.313,43.3090809246806,860854232717.853
315,Japan,2015,Asia and Australasia,7.96,962.442903,21519.0,91.381,69.7955308631099,4444930651964.18
316,Malaysia,2015,Asia and Australasia,6.43,133.2845,1474.0,74.213,52.0139839408985,301354783698.72
317,Mongolia,2015,Asia and Australasia,6.62,5.77675,11462.59,68.23,46.1686156081763,11619892592.6599
318,New Zealand,2015,Asia and Australasia,9.26,40.436370625,4348.553709,86.341,65.9548053575625,178064471137.921
319,Pakistan,2015,Asia and Australasia,4.4,95.57,3301.0,36.026,52.1605178411229,270556104886.456
320,South Korea,2015,Asia and Australasia,7.97,505.535225,9479.0,81.634,55.5765055725491,1465773245547.15
321,Sri Lanka,2015,Asia and Australasia,6.42,11.80048,127.39,18.256,54.2106196151911,85140955516.7505
322,Vietnam,2015,Asia and Australasia,3.53,144.73546,4125.4,33.809,42.1930128036701,239258340825.533
323,Algeria,2015,Middle East and North Africa,3.95,53.45544,1011.0,70.848,48.5191656206549,165979224316.667
324,Iran,2015,Middle East and North Africa,2.16,236.544,25014.0,73.358,55.1819574554845,408212917871.725
325,Israel,2015,Middle East and North Africa,7.77,56.565,1155.0,92.179,68.4517438629767,303414276832.04
326,Morocco,2015,Middle East and North Africa,4.66,28.957414,4748.521,60.809,52.2029571874719,110413820681.034
327,Tunisia,2015,Middle East and North Africa,6.72,15.08776,664.0,68.056,58.945784735786,45779494041.9295
328,Gabon,2015,Sub-Saharan Africa,3.76,1.90918,2727.0,88.118,39.0291929804191,14383107763.1182
329,Canada,2014,North America,9.08,559.348308,414069.0,81.218,64.9019974464847,1805749878439.94
330,United States,2014,North America,8.11,3914.50680973,2702736.0,81.483,75.8275409731137,17550680174000.0
331,Austria,2014,Western Europe,8.54,63.511077,20746.0,57.526,62.6537932745237,442584815286.027
332,Denmark,2014,Western Europe,9.11,32.738528,2453.0,87.41,65.5986076830489,352993631617.708
333,Finland,2014,Western Europe,9.03,81.369693,9596.0,85.175,60.7355350730073,274862826772.152
334,France,2014,Western Europe,8.04,440.727747,32596.0,79.394,70.3461075978072,2855964488590.14
335,Germany,2014,Western Europe,8.64,534.052503,112629.0,77.19,62.1085730487151,3889093051023.45
336,Greece,2014,Western Europe,7.45,51.306551,343.0,77.702,70.5923231974077,235458133124.604
337,Ireland,2014,Western Europe,8.72,25.025564,100.0,62.34,65.9628018924465,259170903647.532
338,Italy,2014,Western Europe,7.85,293.964149,20157.0,69.272,67.0857037729254,2162009615996.51
339,Luxembourg,2014,Western Europe,8.88,6.24657,208.0,89.884,78.2098746195357,68804811897.6434
340,Netherlands,2014,Western Europe,8.92,110.229709,6169.0,89.69,69.910357972482,892167986713.708
341,Norway,2014,Western Europe,9.93,117.052003,3682.0,80.692,53.4347468005324,501736471832.848
342,Portugal,2014,Western Europe,7.79,46.552783,2438.0,62.936,66.321756754671,229901964221.881
343,Spain,2014,Western Europe,8.05,234.45356,10303.0,79.366,68.4714819176299,1371820537888.6
344,Sweden,2014,Western Europe,9.73,127.258633,21296.0,86.247,65.681751583503,581964017237.095
345,Switzerland,2014,Western Europe,9.09,55.095366,12313.0,73.696,71.7487842365361,726537808338.0
346,United Kingdom,2014,Western Europe,8.31,314.402287,22143.367020006,82.365,70.2527395190214,3065223279583.79
347,Albania,2014,Central and Eastern Europe,5.67,6.62569,39.887,56.423,45.7823916634714,13228147516.1168
348,Armenia,2014,Central and Eastern Europe,4.13,5.29666,786.0,63.112,47.4130437470384,11609513241.0754
349,Azerbaijan,2014,Central and Eastern Europe,2.83,19.59206,7371.0,54.422,33.6158646831859,75239737488.8044
350,Belarus,2014,Central and Eastern Europe,3.69,32.76518,44997.0,76.693,45.6520929770784,78812785767.7483
351,Bosnia and Herzegovina,2014,Central and Eastern Europe,4.78,11.3385,1313.0,46.84,56.7834626353011,18558731212.8666
352,Bulgaria,2014,Central and Eastern Europe,6.73,30.8615,3439.0,73.651,58.7293538023114,57159557804.6461
353,Croatia,2014,Central and Eastern Europe,6.93,15.27506,2119.0,55.923,59.7075336944105,59214461630.3993
354,Estonia,2014,Central and Eastern Europe,7.74,7.584939,3256.0,68.269,59.2651688982357,26634083965.0983
355,Georgia,2014,Central and Eastern Europe,5.82,9.81484,4987.5,57.067,61.6501734995502,17627336228.0536
356,Hungary,2014,Central and Eastern Europe,6.9,37.195955,10158.0,70.227,54.8695649072555,141033843265.669
357,Kazakhstan,2014,Central and Eastern Europe,3.17,81.76284,214110.9,57.118,54.8385964696408,221415614007.347
358,Kyrgyzstan,2014,Central and Eastern Europe,5.24,11.11856,1010.0,35.635,50.6119382870719,7468102369.13654
359,Latvia,2014,Central and Eastern Europe,7.48,6.665335,19441.0,67.952,65.5721951788134,31386896487.0402
360,Lithuania,2014,Central and Eastern Europe,7.54,9.872046,14307.0,67.108,59.4997073779012,48533659592.1728
361,Moldova,2014,Central and Eastern Europe,6.32,5.628,1182.0,42.496,51.5066274945247,9399833207.49341
362,Montenegro,2014,Central and Eastern Europe,5.94,2.64474,94.4,65.471,58.5542415358125,4593852089.09567
363,North Macedonia,2014,Central and Eastern Europe,6.25,7.00808,411.0,57.284,53.8266326277266,11362265293.5581
364,Poland,2014,Central and Eastern Europe,7.47,134.189713,50073.0,60.403,55.5582540257516,539080532037.142
365,Romania,2014,Central and Eastern Europe,6.68,48.14312,12264.0,53.9,50.9139954706131,199713780259.318
366,Russia,2014,Central and Eastern Europe,3.39,892.8323,2298564.1,73.95,55.6848306883462,2059241582146.11
367,Serbia,2014,Central and Eastern Europe,6.71,28.10828,2988.0,55.583,51.6924775663593,47062202241.4378
368,Slovakia,2014,Central and Eastern Europe,7.35,25.19853,8829.0,54.0,57.0196469301544,101437045019.899
369,Slovenia,2014,Central and Eastern Europe,7.57,12.599574,4110.0,53.557,56.2884748834919,49997186439.0908
370,Tajikistan,2014,Central and Eastern Europe,2.37,11.8934,391.0,26.655,41.1105011545958,9112606074.51713
371,Turkmenistan,2014,Central and Eastern Europe,1.83,13.425,11992.0,49.921,31.0349553384283,43524210526.3158
372,Ukraine,2014,Central and Eastern Europe,5.42,143.32786,211233.0,68.968,54.1589184045774,133503867181.971
373,Uzbekistan,2014,Central and Eastern Europe,2.45,42.748766,22932.0,50.85,39.3947149528111,80845385816.2062
374,Argentina,2014,Latin America and the Caribbean,6.84,123.61153,8893.0,91.377,52.9405434663365,526319673731.638
375,Chile,2014,Latin America and the Caribbean,7.8,64.915875,4103.932874,87.303,57.1528758804213,259405194672.935
376,Mexico,2014,Latin America and the Caribbean,6.68,248.333396,79855.0,78.993,60.2053984962698,1315356131262.48
377,Australia,2014,Asia and Australasia,9.01,232.303085,367700.0,85.602,65.687599814087,1467589901175.46
378,Bangladesh,2014,Asia and Australasia,5.78,48.034271,677.0,33.535,53.6357543166708,172885432686.945
379,China,2014,Asia and Australasia,3.0,5078.71756,2753020.0,54.259,48.270940494346,10475624783235.6
380,India,2014,Asia and Australasia,7.92,1041.945748669,665810.0,32.384,47.8224137558964,2039126469963.35
381,Indonesia,2014,Asia and Australasia,6.95,202.66545,9884.0,52.635,42.2421853142869,890814755511.291
382,Japan,2014,Asia and Australasia,8.08,983.904336,21029.0,91.304,70.8840213488149,4896994405353.29
383,Malaysia,2014,Asia and Australasia,6.49,126.83982,1741.0,73.577,50.1226904594272,338066121289.413
384,Mongolia,2014,Asia and Australasia,6.62,5.58422,12474.0,68.163,45.8242152647271,12226514666.0404
385,New Zealand,2014,Asia and Australasia,9.26,39.800604632,4492.652586,86.281,65.534264639222,201313497220.917
386,Pakistan,2014,Asia and Australasia,4.64,90.143952,1090.0,35.819,51.7012468410797,244360858682.762
387,South Korea,2014,Asia and Australasia,8.06,504.727892,9564.0,81.707,55.6449944715975,1484318219633.63
388,Vietnam,2014,Asia and Australasia,3.41,122.0132,4251.9,33.115,40.9236156459995,233451484773.974
389,Algeria,2014,Middle East and North Africa,3.83,49.20572,928.0,70.221,43.8892415970237,213809980720.787
390,Iran,2014,Middle East and North Africa,1.98,233.224,24461.0,72.83,49.3556902392447,460382791488.626
391,Israel,2014,Middle East and North Africa,7.63,54.275,1165.4,92.104,68.1995728505208,314330061977.263
392,Morocco,2014,Middle East and North Africa,4.0,28.428414,5383.499,60.256,54.7549862499925,119130845829.482
393,Tunisia,2014,Middle East and North Africa,6.31,14.9375,870.0,67.772,57.5059874486204,50271812920.612
394,Gabon,2014,Sub-Saharan Africa,3.76,1.85748,2447.0,87.651,32.6789965337499,18203966900.4404
395,Madagascar,2014,Sub-Saharan Africa,4.42,1.87283,122.335,34.534,50.8124409885075,12522957401.0395
396,Canada,2013,North America,9.08,560.744571,386266.0,81.178,65.1674412760895,1846597421834.98
397,United States,2013,North America,8.11,3876.510978475,2541354.0,81.299,75.8160535750448,16843190993000.0
398,Austria,2013,Western Europe,8.48,64.531622,19564.0,57.336,62.3265831085282,430190979705.965
399,Denmark,2013,Western Europe,9.38,33.320282,2448.0,87.292,65.1508646705488,343584391647.927
400,Finland,2013,Western Europe,9.03,82.172823,9470.0,85.125,60.4426368312606,271362405890.591
401,France,2013,Western Europe,7.92,465.150496,32230.0,79.135,70.3036904121455,2811876903329.05
402,Germany,2013,Western Europe,8.31,544.830313,112613.0,77.18,62.1917939779821,3733804649549.06
403,Greece,2013,Western Europe,7.65,50.60603,238.0,77.355,70.2070407669638,238907690051.132
404,Ireland,2013,Western Europe,8.68,24.843758,99.0,62.141,66.5019943319421,238340859896.939
405,Italy,2013,Western Europe,7.85,299.787771,19037.0,68.979,66.6853159566512,2141924094298.57
406,Luxembourg,2013,Western Europe,8.88,6.250793,218.0,89.574,78.9577970757573,65203276466.9768
407,Netherlands,2013,Western Europe,8.84,112.388697,6078.0,89.187,69.0706368108433,877172824534.519
408,Norway,2013,Western Europe,9.93,119.567004,3513.0,80.286,52.0575277437559,526014468085.106
409,Portugal,2013,Western Europe,7.65,46.739815,2290.0,62.352,66.9012206060792,226433858005.716
410,Spain,2013,Western Europe,8.02,237.070861,9366.0,79.133,68.5015925704214,1355579535912.56
411,Sweden,2013,Western Europe,9.73,129.519072,20970.0,85.936,65.2103725379453,586841821796.891
412,Switzerland,2013,Western Europe,9.09,57.029035,11812.0,73.674,71.3873520943911,706234937370.968
413,United Kingdom,2013,Western Europe,8.31,327.229419,22401.431120115,82.102,70.0500926894298,2786315215249.95
414,Albania,2013,Central and Eastern Europe,5.67,7.25992,23.0,55.387,44.6069895033751,12776224537.2743
415,Armenia,2013,Central and Eastern Europe,4.02,5.19162,851.0,63.164,45.749756861728,11121464429.703
416,Azerbaijan,2013,Central and Eastern Europe,3.06,18.38626,7958.0,54.145,30.9140283936613,74160553008.7311
417,Belarus,2013,Central and Eastern Europe,3.04,32.62946,43818.0,76.199,45.4221296473698,75527537703.1836
418,Bosnia and Herzegovina,2013,Central and Eastern Europe,5.02,11.6261,1243.0,46.519,56.1571217988708,18179104548.8804
419,Bulgaria,2013,Central and Eastern Europe,6.83,30.39022,3246.0,73.313,58.1843324965328,55844245263.8012
420,Croatia,2013,Central and Eastern Europe,6.93,15.46068,2086.0,55.706,59.4915931115126,59363124068.5843
421,Estonia,2013,Central and Eastern Europe,7.61,7.468914,4722.0,68.122,59.1738872380965,25115753366.1116
422,Georgia,2013,Central and Eastern Europe,5.95,9.09772,5539.6,56.685,62.1873808716089,17190068235.7892
423,Hungary,2013,Central and Eastern Europe,6.96,36.487384,9722.0,69.953,55.4836611068505,135684315697.713
424,Kazakhstan,2013,Central and Eastern Europe,3.06,85.28706,229142.2,57.046,53.1795606876032,236634603927.583
425,Kyrgyzstan,2013,Central and Eastern Europe,4.69,10.86716,1002.0,35.517,49.6332622937347,7335033799.26212
426,Latvia,2013,Central and Eastern Europe,7.05,6.632849,19532.0,67.925,64.7953735129573,30204783461.8488
427,Lithuania,2013,Central and Eastern Europe,7.54,9.617756,13344.0,66.986,59.7291014742459,46523420074.4372
428,Moldova,2013,Central and Eastern Europe,6.32,5.533,1227.0,42.527,52.7992027050012,9496717700.89855
429,Montenegro,2013,Central and Eastern Europe,5.94,2.73154,104.7,65.137,58.5665762869738,4465771672.62001
430,North Macedonia,2013,Central and Eastern Europe,6.16,7.08494,421.0,57.189,54.8447770531849,10817702423.7886
431,Poland,2013,Central and Eastern Europe,7.12,133.268691,50881.0,60.529,56.6101638769028,515762008468.811
432,Romania,2013,Central and Eastern Europe,6.54,46.71562,12941.0,53.937,50.5506545330935,189789277576.061
433,Russia,2013,Central and Eastern Europe,3.59,882.92126,2172685.0,73.863,56.1216045452739,2292470104248.18
434,Serbia,2013,Central and Eastern Europe,6.67,28.99582,3022.0,55.469,50.366398118684,48394239474.6762
435,Slovakia,2013,Central and Eastern Europe,7.35,26.015999,8494.0,54.14,59.6111733923039,98935222174.8611
436,Slovenia,2013,Central and Eastern Europe,7.88,12.625558,3799.0,53.332,56.9733918873238,48415657264.8762
437,Ukraine,2013,Central and Eastern Europe,5.84,151.73284,224434.0,68.875,56.6426976003131,190498811460.028
438,Argentina,2013,Latin America and the Caribbean,6.84,117.67703,9746.0,91.249,53.9190936666216,552025140252.246
439,Chile,2013,Latin America and the Caribbean,7.8,65.047152,3981.463012,87.246,57.2209852364053,277239473853.807
440,Mexico,2013,Latin America and the Caribbean,6.91,244.726501,77717.0,78.699,61.1063920156291,1274443916251.64
441,Australia,2013,Asia and Australasia,9.13,217.885825,319000.0,85.502,66.2516319578678,1576329690003.93
442,Bangladesh,2013,Asia and Australasia,5.86,43.003294,525.0,32.762,53.3901814201826,149990529207.544
443,China,2013,Asia and Australasia,3.0,4846.24602,2917390.0,53.013,46.8804015015283,9570470577244.86
444,India,2013,Asia and Australasia,7.69,946.327616898,649645.0,32.003,46.6987147694118,1856721494834.64
445,Japan,2013,Asia and Australasia,8.08,979.909071,21071.0,91.226,71.6207726116305,5212328181166.18
446,Malaysia,2013,Asia and Australasia,6.49,126.84968,1760.0,72.93,49.9447288177857,323276281683.441
447,Mongolia,2013,Asia and Australasia,6.51,5.15832,12077.0,68.097,44.7170657991051,12582122604.1921
448,New Zealand,2013,Asia and Australasia,9.26,39.463744785,4679.200692,86.221,64.431061071424,190906575136.003
449,Pakistan,2013,Asia and Australasia,4.64,88.421295,419.241,35.613,52.0095126268531,231218467669.571
450,South Korea,2013,Asia and Australasia,8.06,497.599475,10459.0,81.779,55.2136030251747,1370795199976.18
451,Sri Lanka,2013,Asia and Australasia,5.69,10.46356,133.0,18.198,54.515555670243,77000578207.3909
452,Vietnam,2013,Asia and Australasia,3.29,107.12432,3733.0,32.429,40.542008594313,213708830776.947
453,Iran,2013,Middle East and North Africa,1.98,215.70767,22400.0,72.295,47.6419116595481,492775566435.176
454,Israel,2013,Middle East and North Africa,7.53,54.079,1058.0,92.031,67.6881938331752,297732778479.129
455,Sudan,2013,Middle East and North Africa,2.54,7.86686,33.9,33.507,45.8278881004255,66027147864.7915
456,Gabon,2013,Sub-Saharan Africa,3.76,1.75382,2613.0,87.156,29.6057833629131,17595744803.6041
457,Canada,2012,North America,9.08,539.186083,368297.0,81.137,65.1632411251064,1828366481521.6
458,United States,2012,North America,8.11,3838.802726345,2500300.0,81.119,76.1638003426071,16253972230000.0
459,Austria,2012,Western Europe,8.62,64.017145,19499.0,57.147,62.0008552248552,409401816050.531
460,Denmark,2012,Western Europe,9.52,33.322868,2278.0,87.142,64.2842658064722,327148943812.137
461,Finland,2012,Western Europe,9.06,82.769807,9275.0,84.841,60.6893258454911,258290060227.734
462,France,2012,Western Europe,7.88,460.679742,32539.0,78.878,70.2794996562626,2683671716967.19
463,Germany,2012,Western Europe,8.34,546.28479,110065.0,77.17,61.6867311888275,3527143188785.16
464,Greece,2012,Western Europe,7.65,53.828754,283.0,77.004,69.9535938502724,242029307133.408
465,Ireland,2012,Western Europe,8.56,24.613475,91.0,61.942,65.4341027164255,225628699652.993
466,Italy,2012,Western Europe,7.74,309.529113,20244.0,68.684,66.4430892019109,2086957656821.6
467,Luxembourg,2012,Western Europe,8.88,6.289836,231.0,89.249,78.8749543859531,59776383527.3602
468,Netherlands,2012,Western Europe,8.99,112.999435,6142.0,88.588,68.7276213462876,838923319919.531
469,Norway,2012,Western Europe,9.93,118.688001,3582.0,79.874,51.0970868383772,512777309840.997
470,Portugal,2012,Western Europe,7.92,47.513047,2421.0,61.763,66.4363902533881,216224240577.957
471,Spain,2012,Western Europe,8.02,245.509489,9390.0,78.902,68.5308174539135,1324750738725.0
472,Sweden,2012,Western Europe,9.73,132.516952,22043.0,85.62,64.1626721908073,552483727282.802
473,Switzerland,2012,Western Europe,9.09,56.690307,11061.0,73.653,71.4871665189024,686420221557.99
474,United Kingdom,2012,Western Europe,8.21,328.261434,21466.803050594,81.837,70.4834871451244,2706340967030.68
475,Albania,2012,Central and Eastern Europe,5.67,6.78935,25.0,54.33,44.9546859982398,12319834233.2904
476,Armenia,2012,Central and Eastern Europe,4.09,5.04306,867.0,63.24,45.6989324054448,10619320692.8087
477,Azerbaijan,2012,Central and Eastern Europe,3.15,17.79298,8212.0,53.883,29.2082924610503,69679913509.9091
478,Belarus,2012,Central and Eastern Europe,3.04,33.12424,48475.0,75.697,43.293602989098,65685903570.4526
479,Bosnia and Herzegovina,2012,Central and Eastern Europe,5.11,11.90898,1150.0,46.199,56.7861598346331,17226736284.8232
480,Bulgaria,2012,Central and Eastern Europe,6.72,31.1471,2908.0,72.975,57.1834660168583,54290156342.3767
481,Croatia,2012,Central and Eastern Europe,6.93,15.70014,2332.0,55.506,59.9395389329872,57231455635.3668
482,Estonia,2012,Central and Eastern Europe,7.61,7.533739,5129.0,67.974,58.8032706055731,23019150071.1867
483,Georgia,2012,Central and Eastern Europe,5.53,8.46768,5976.0,56.303,61.723343849739,16488819132.8835
484,Hungary,2012,Central and Eastern Europe,6.96,36.870306,9230.0,69.678,55.270886469535,128814279315.132
485,Kazakhstan,2012,Central and Eastern Europe,2.95,81.81538,232939.6,56.973,51.3898529954355,207998568865.789
486,Kyrgyzstan,2012,Central and Eastern Europe,4.69,9.94266,922.7,35.423,51.0390815511772,6605142864.372
487,Latvia,2012,Central and Eastern Europe,7.05,6.902188,21867.0,67.897,64.4217336303228,28169902669.3784
488,Lithuania,2012,Central and Eastern Europe,7.24,9.543548,14172.0,66.864,58.4765689410136,42927454291.478
489,Moldova,2012,Central and Eastern Europe,6.32,6.199,960.0,42.558,54.4511648315395,8709138767.2078
490,Montenegro,2012,Central and Eastern Europe,6.05,3.26498,73.0,64.804,61.524820075707,4087525609.43086
491,North Macedonia,2012,Central and Eastern Europe,6.16,7.31192,423.0,57.125,56.3116157384889,9745261300.57788
492,Poland,2012,Central and Eastern Europe,7.12,129.291424,48903.0,60.654,55.180410469394,495230574356.743
493,Romania,2012,Central and Eastern Europe,6.54,48.91808,13472.0,53.974,49.4243151151828,179132893143.417
494,Russia,2012,Central and Eastern Europe,3.74,890.80348,2222388.391,73.791,54.5096468230661,2208293528673.97
495,Serbia,2012,Central and Eastern Europe,6.33,29.00426,2769.0,55.356,50.9624906225178,43309252921.0567
496,Slovakia,2012,Central and Eastern Europe,7.35,24.975069,7591.0,54.28,58.1683410601142,94623731085.6106
497,Slovenia,2012,Central and Eastern Europe,7.88,12.577595,3470.0,53.108,57.4621016276821,46577793184.0031
498,Tajikistan,2012,Central and Eastern Europe,2.51,13.69456,554.9,26.545,43.5186695830833,7633036366.03492
499,Turkmenistan,2012,Central and Eastern Europe,1.72,11.736,11992.0,49.175,24.9186772835219,35164210526.3158
500,Ukraine,2012,Central and Eastern Europe,5.91,154.12248,237722.0,68.782,54.4753052575019,182591746211.418
501,Uzbekistan,2012,Central and Eastern Europe,1.72,40.8123,22686.4,51.05,39.3875670838463,67517349212.0609
502,Argentina,2012,Latin America and the Caribbean,6.84,117.71058,10583.0,91.121,53.6581179163924,545982375701.128
503,Chile,2012,Latin America and the Caribbean,7.54,62.728116,4089.738747,87.189,56.2982132532287,267175870677.659
504,Mexico,2012,Latin America and the Caribbean,6.9,241.758528,79353.0,78.405,59.9972480582014,1201093787127.42
505,Australia,2012,Asia and Australasia,9.22,220.378073,290570.0,85.402,65.1707532982797,1546952690139.99
506,Bangladesh,2012,Asia and Australasia,5.86,40.035069,582.0,31.993,53.1515772370168,133355819704.936
507,China,2012,Asia and Australasia,3.0,4439.87758,2918709.0,51.765,45.463305387599,8532185615746.62
508,India,2012,Asia and Australasia,7.52,891.71308,667607.0,31.634,46.3011472886457,1827637579584.79
509,Japan,2012,Asia and Australasia,8.08,1000.306711,20471.0,91.148,71.7471232811569,6272362996105.03
510,Malaysia,2012,Asia and Australasia,6.41,119.31794,1564.0,72.275,49.0223958354783,314443061220.138
511,Mongolia,2012,Asia and Australasia,6.35,4.20158,12143.0,68.03,46.8583779005002,12292770631.1967
512,New Zealand,2012,Asia and Australasia,9.26,40.146826589,4768.056076,86.161,65.1016833035234,176206659722.524
513,Pakistan,2012,Asia and Australasia,4.57,82.098,402.481,35.408,51.5739405881326,224383544087.452
514,South Korea,2012,Asia and Australasia,8.13,492.878837,10271.0,81.851,55.0732047534656,1278427634342.59
515,Sri Lanka,2012,Asia and Australasia,5.75,10.16774,142.4,18.196,54.204493062591,70447217163.6167
516,Vietnam,2012,Asia and Australasia,2.89,104.25082,3959.0,31.752,39.1188537769266,195590647205.685
517,Algeria,2012,Middle East and North Africa,3.83,42.8675,1253.0,68.915,40.5044838249536,209059081828.261
518,Iran,2012,Middle East and North Africa,1.98,195.32188,22604.0,71.755,50.4291162835523,644035512198.992
519,Israel,2012,Middle East and North Africa,7.53,56.841,1011.2,91.96,67.972769776588,262282344091.849
520,Sudan,2012,Middle East and North Africa,2.38,7.53598,823.0,33.346,46.0544465200986,63196236489.3704
