,economy,time,NY.GDP.MKTP.CD
1472,IDX,YR2015,1128875314597.24
1473,IDX,YR2016,1211573767471.71
1474,IDX,YR2017,1328753994737.09
1475,IDX,YR2018,1324642536591.81
1476,IDX,YR2019,1387560546701.72
1477,IMN,YR2006,3422735301.694
1478,IMN,YR2007,4466353634.82657
1479,IMN,YR2008,5928788780.55394
1480,IMN,YR2009,5486918994.79345
1481,IMN,YR2010,5920366628.33178
1482,IMN,YR2011,6565668780.72984
1483,IMN,YR2012,6690228489.42816
1484,IMN,YR2013,7001180245.79298
1485,IMN,YR2014,7708459145.00473
1486,IMN,YR2015,7084795708.26863
1487,IMN,YR2016,6846373276.62067
1488,IMN,YR2017,6979791187.09008
1489,IMN,YR2018,7491654051.08011
1490,IMN,YR2019,7314966839.10981
1491,IND,YR2006,940259888792.141
1492,IND,YR2007,1216736448906.29
1493,IND,YR2008,1198895147694.77
1494,IND,YR2009,1341888016988.57
1495,IND,YR2010,1675615502766.2
1496,IND,YR2011,1823051829894.55
1497,IND,YR2012,1827637579584.79
1498,IND,YR2013,1856721494834.64
1499,IND,YR2014,2039126469963.35
1500,IND,YR2015,2103588347241.77
1501,IND,YR2016,2294796889945.04
1502,IND,YR2017,2651474263257.15
1503,IND,YR2018,2702929639861.5
1504,IND,YR2019,2835606242052.48
1505,IRL,YR2006,232180617162.279
1506,IRL,YR2007,270079279419.5
1507,IRL,YR2008,275447471451.063
1508,IRL,YR2009,236443115853.695
1509,IRL,YR2010,221913560882.372
1510,IRL,YR2011,239003132208.134
1511,IRL,YR2012,225628699652.993
1512,IRL,YR2013,238340859896.939
1513,IRL,YR2014,259170903647.532
1514,IRL,YR2015,291775166506.891
1515,IRL,YR2016,299091127524.513
1516,IRL,YR2017,336377500160.549
1517,IRL,YR2018,385736680797.111
1518,IRL,YR2019,399321701632.424
1519,IRN,YR2006,266298911661.144
1520,IRN,YR2007,349881601458.56
1521,IRN,YR2008,412336172446.849
1522,IRN,YR2009,416397025729.361
1523,IRN,YR2010,486807616896.703
1524,IRN,YR2011,626133112211.111
1525,IRN,YR2012,644035512198.992
1526,IRN,YR2013,492775566435.176
1527,IRN,YR2014,460382791488.626
1528,IRN,YR2015,408212917871.725
1529,IRN,YR2016,457954614595.24
1530,IRN,YR2017,486630147094.69
1531,IRN,YR2018,327900695065.853
1532,IRN,YR2019,283649531542.631
1533,IRQ,YR2006,65140147197.1215
1534,IRQ,YR2007,88837055195.2619
1535,IRQ,YR2008,131614433712.245
1536,IRQ,YR2009,111657581662.35
1537,IRQ,YR2010,138516722649.573
1538,IRQ,YR2011,185749664444.444
1539,IRQ,YR2012,218002481737.691
1540,IRQ,YR2013,234637675128.645
1541,IRQ,YR2014,228415656174.957
1542,IRQ,YR2015,166774104911.48
1543,IRQ,YR2016,166602488747.885
1544,IRQ,YR2017,187217660050.676
1545,IRQ,YR2018,227367469034.031
1546,IRQ,YR2019,233636097800.338
1547,ISL,YR2006,17465318552.2941
1548,ISL,YR2007,21652505596.7528
1549,ISL,YR2008,18074619561.7671
1550,ISL,YR2009,13154416196.7524
1551,ISL,YR2010,13751161917.7398
1552,ISL,YR2011,15221622925.9319
1553,ISL,YR2012,14751508133.5443
1554,ISL,YR2013,16125060515.3117
1555,ISL,YR2014,17867662177.8911
1556,ISL,YR2015,17517210519.0912
1557,ISL,YR2016,20793168030.9524
1558,ISL,YR2017,24728285177.4603
1559,ISL,YR2018,26260850582.0687
1560,ISL,YR2019,24663643101.958
1561,ISR,YR2006,158670160184.179
1562,ISR,YR2007,184052885585.912
1563,ISR,YR2008,220529762562.362
1564,ISR,YR2009,211968128528.444
1565,ISR,YR2010,238364092298.023
1566,ISR,YR2011,266791854430.897
1567,ISR,YR2012,262282344091.849
1568,ISR,YR2013,297732778479.129
1569,ISR,YR2014,314330061977.263
1570,ISR,YR2015,303414276832.04
1571,ISR,YR2016,322102790386.835
1572,ISR,YR2017,358245427458.541
1573,ISR,YR2018,376691526553.276
1574,ISR,YR2019,402470513619.148
1575,ITA,YR2006,1949551719389.64
1576,ITA,YR2007,2213102482751.46
1577,ITA,YR2008,2408655348718.59
1578,ITA,YR2009,2199928804118.63
1579,ITA,YR2010,2136099955236.72
1580,ITA,YR2011,2294994296589.51
1581,ITA,YR2012,2086957656821.6
1582,ITA,YR2013,2141924094298.57
1583,ITA,YR2014,2162009615996.51
1584,ITA,YR2015,1836637711060.55
1585,ITA,YR2016,1877071687633.83
1586,ITA,YR2017,1961796197354.37
1587,ITA,YR2018,2091932426266.94
1588,ITA,YR2019,2011302198827.41
1589,JAM,YR2006,11930179173.4168
1590,JAM,YR2007,12799600075.0407
1591,JAM,YR2008,13709401443.5016
1592,JAM,YR2009,12120458140.9424
1593,JAM,YR2010,13220549858.2014
1594,JAM,YR2011,14444661488.1296
1595,JAM,YR2012,14807086490.8533
1596,JAM,YR2013,14264205123.6886
1597,JAM,YR2014,13899225339.6917
1598,JAM,YR2015,14188938780.5039
1599,JAM,YR2016,14077105502.9175
1600,JAM,YR2017,14808984880.5796
1601,JAM,YR2018,15730791525.65
1602,JAM,YR2019,15830766372.2651
1603,JOR,YR2006,15056981664.3159
1604,JOR,YR2007,17110442866.6243
1605,JOR,YR2008,22658730357.2361
1606,JOR,YR2009,24537876056.338
1607,JOR,YR2010,27133804225.3521
1608,JOR,YR2011,29524149154.9296
1609,JOR,YR2012,31634561690.1408
1610,JOR,YR2013,34454440140.8451
1611,JOR,YR2014,36847643521.1268
1612,JOR,YR2015,38587017887.3239
1613,JOR,YR2016,39892551126.7606
1614,JOR,YR2017,41608435915.493
1615,JOR,YR2018,43370860704.2254
1616,JOR,YR2019,44503005774.6479
1617,JPN,YR2006,4601662661030.07
1618,JPN,YR2007,4579749785984.82
1619,JPN,YR2008,5106679413137.57
1620,JPN,YR2009,5289493734900.39
1621,JPN,YR2010,5759071769013.11
1622,JPN,YR2011,6233147172341.35
1623,JPN,YR2012,6272362996105.03
1624,JPN,YR2013,5212328181166.18
1625,JPN,YR2014,4896994405353.29
1626,JPN,YR2015,4444930651964.18
1627,JPN,YR2016,5003677627544.24
1628,JPN,YR2017,4930837369151.42
1629,JPN,YR2018,5040880939324.86
1630,JPN,YR2019,5117993853016.51
1631,KAZ,YR2006,81003864915.543
1632,KAZ,YR2007,104849915343.555
1633,KAZ,YR2008,133441649221.732
1634,KAZ,YR2009,115308687201.97
1635,KAZ,YR2010,148047348240.643
1636,KAZ,YR2011,192626464179.147
1637,KAZ,YR2012,207998568865.789
1638,KAZ,YR2013,236634603927.583
1639,KAZ,YR2014,221415614007.347
1640,KAZ,YR2015,184388404428.843
1641,KAZ,YR2016,137278320084.171
1642,KAZ,YR2017,166805788966.78
1643,KAZ,YR2018,179339977517.062
1644,KAZ,YR2019,181667185041.48
1645,KEN,YR2006,25825512277.8911
1646,KEN,YR2007,31958195182.2406
1647,KEN,YR2008,35895153327.8497
1648,KEN,YR2009,42347217912.9176
1649,KEN,YR2010,45405615233.0693
1650,KEN,YR2011,46869473165.8905
1651,KEN,YR2012,56396704833.4676
1652,KEN,YR2013,61671440480.6895
1653,KEN,YR2014,68285796662.6532
1654,KEN,YR2015,70120446663.6256
1655,KEN,YR2016,74815143796.3978
1656,KEN,YR2017,82036511258.8324
1657,KEN,YR2018,92202979940.671
1658,KEN,YR2019,100378435824.178
1659,KGZ,YR2006,2834168893.27265
1660,KGZ,YR2007,3802570572.37516
1661,KGZ,YR2008,5139958956.02388
1662,KGZ,YR2009,4690061344.16421
1663,KGZ,YR2010,4794361821.20611
1664,KGZ,YR2011,6197765941.67975
1665,KGZ,YR2012,6605142864.372
1666,KGZ,YR2013,7335033799.26212
1667,KGZ,YR2014,7468102369.13654
1668,KGZ,YR2015,6678177483.42949
1669,KGZ,YR2016,6813095396.14317
1670,KGZ,YR2017,7702938395.18458
1671,KGZ,YR2018,8271106196.04253
1672,KGZ,YR2019,8871019822.76098
1673,KHM,YR2006,7274595706.67154
1674,KHM,YR2007,8639235913.17746
1675,KHM,YR2008,10351914178.2857
1676,KHM,YR2009,10401851766.8465
1677,KHM,YR2010,11242275288.5243
1678,KHM,YR2011,12829541141.0127
1679,KHM,YR2012,14054443213.4639
1680,KHM,YR2013,15227991395.2201
1681,KHM,YR2014,16702610842.4025
1682,KHM,YR2015,18049954289.4229
1683,KHM,YR2016,20016747858.3122
1684,KHM,YR2017,22177200588.6749
1685,KHM,YR2018,24571753581.7841
1686,KHM,YR2019,27089390032.8915
1687,KIR,YR2006,110237144.46042
1688,KIR,YR2007,132674795.880585
1689,KIR,YR2008,141045173.610772
1690,KIR,YR2009,132421058.945919
1691,KIR,YR2010,155305532.918999
1692,KIR,YR2011,180672664.758787
1693,KIR,YR2012,189629948.805386
1694,KIR,YR2013,184543103.721124
1695,KIR,YR2014,177868153.090733
1696,KIR,YR2015,170292283.246013
1697,KIR,YR2016,178507958.050329
1698,KIR,YR2017,188540699.145686
1699,KIR,YR2018,196501504.185186
1700,KIR,YR2019,175181684.792212
1701,KNA,YR2006,644414814.814815
1702,KNA,YR2007,689285185.185185
1703,KNA,YR2008,777691333.333333
1704,KNA,YR2009,774273111.111111
1705,KNA,YR2010,778718518.518518
1706,KNA,YR2011,836092592.592593
1707,KNA,YR2012,825381481.481481
1708,KNA,YR2013,874896296.296296
1709,KNA,YR2014,953170370.37037
1710,KNA,YR2015,957037037.037037
1711,KNA,YR2016,1008100000.0
1712,KNA,YR2017,1058944444.44444
1713,KNA,YR2018,1076922222.22222
1714,KNA,YR2019,1107844444.44444
1715,KOR,YR2006,1053216892422.02
1716,KOR,YR2007,1172614134912.05
1717,KOR,YR2008,1047339041903.85
1718,KOR,YR2009,943941876218.743
1719,KOR,YR2010,1144066965324.49
1720,KOR,YR2011,1253223044718.99
1721,KOR,YR2012,1278427634342.59
1722,KOR,YR2013,1370795199976.18
1723,KOR,YR2014,1484318219633.63
1724,KOR,YR2015,1465773245547.15
1725,KOR,YR2016,1500111596236.37
1726,KOR,YR2017,1623901496835.79
1727,KOR,YR2018,1724845615629.26
1728,KOR,YR2019,1651422932447.77
1729,KWT,YR2006,101557251976.794
1730,KWT,YR2007,114634060167.406
1731,KWT,YR2008,147379536212.138
1732,KWT,YR2009,105968538479.915
1733,KWT,YR2010,115416745328.985
1734,KWT,YR2011,154079870424.898
1735,KWT,YR2012,174048271288.151
1736,KWT,YR2013,174167626656.763
1737,KWT,YR2014,162650191195.358
1738,KWT,YR2015,114585567439.674
1739,KWT,YR2016,109406169162.833
1740,KWT,YR2017,120687635952.46
1741,KWT,YR2018,138202309918.726
1742,KWT,YR2019,136191752590.897
1743,LAC,YR2006,2837320247592.5
1744,LAC,YR2007,3353094482458.84
1745,LAC,YR2008,3880462417139.74
1746,LAC,YR2009,3602278080284.88
1747,LAC,YR2010,4510085308198.27
1748,LAC,YR2011,5272190542589.32
1749,LAC,YR2012,5244059018780.59
1750,LAC,YR2013,5382355778791.41
1751,LAC,YR2014,5407158752447.38
1752,LAC,YR2015,4595236035713.86
1753,LAC,YR2016,4465515336167.3
1754,LAC,YR2017,4980919738935.91
1755,LAC,YR2018,4836605850788.75
1756,LAC,YR2019,4769077474514.31
1757,LAO,YR2006,3455031447.60194
1758,LAO,YR2007,4223152219.2439
1759,LAO,YR2008,5446434031.69042
1760,LAO,YR2009,5836138127.06562
1761,LAO,YR2010,7131773632.71369
1762,LAO,YR2011,8750107401.57872
1763,LAO,YR2012,10192848926.2582
1764,LAO,YR2013,11983252626.8313
1765,LAO,YR2014,13279248478.8161
1766,LAO,YR2015,14426381187.0894
1767,LAO,YR2016,15912495368.8717
1768,LAO,YR2017,17071162084.4067
1769,LAO,YR2018,18141651381.3884
1770,LAO,YR2019,18740559554.1632
1771,LBN,YR2006,22022709851.5423
1772,LBN,YR2007,24827355014.66
1773,LBN,YR2008,29118916105.6053
1774,LBN,YR2009,35399582928.6236
1775,LBN,YR2010,38443907042.3217
1776,LBN,YR2011,39927125961.194
1777,LBN,YR2012,44016799515.8209
1778,LBN,YR2013,46880103080.6634
1779,LBN,YR2014,48095213746.4677
1780,LBN,YR2015,49929337837.0813
1781,LBN,YR2016,51147308773.9304
1782,LBN,YR2017,53027680685.8375
1783,LBN,YR2018,54901519155.6219
1784,LBN,YR2019,51605959131.3654
1785,LBR,YR2006,1119000000.0
1786,LBR,YR2007,1373000000.0
1787,LBR,YR2008,1726000000.0
1788,LBR,YR2009,1768000000.0
1789,LBR,YR2010,1998000000.0
1790,LBR,YR2011,2398000000.0
1791,LBR,YR2012,2791614000.0
1792,LBR,YR2013,3177198100.0
1793,LBR,YR2014,3225652000.0
1794,LBR,YR2015,3227075700.0
1795,LBR,YR2016,3398419600.0
1796,LBR,YR2017,3390703400.0
1797,LBR,YR2018,3422754800.0
1798,LBR,YR2019,3319596500.0
1799,LBY,YR2006,60094248771.9918
1800,LBY,YR2007,68032985520.2676
1801,LBY,YR2008,86710739534.5526
1802,LBY,YR2009,60808538330.3417
1803,LBY,YR2010,75380800664.4198
1804,LBY,YR2011,48169243831.9141
1805,LBY,YR2012,92540964665.5578
1806,LBY,YR2013,75351117628.308
1807,LBY,YR2014,57372352562.4888
1808,LBY,YR2015,48717506272.6981
1809,LBY,YR2016,49912085228.3487
1810,LBY,YR2017,67157451660.2727
1811,LBY,YR2018,76686048499.3527
1812,LBY,YR2019,69254143968.3398
1813,LCA,YR2006,1268319185.18519
1814,LCA,YR2007,1336088814.81481
1815,LCA,YR2008,1437731111.11111
1816,LCA,YR2009,1401507888.88889
1817,LCA,YR2010,1482370370.37037
1818,LCA,YR2011,1568370370.37037
1819,LCA,YR2012,1598222222.22222
1820,LCA,YR2013,1660222222.22222
1821,LCA,YR2014,1749296296.2963
1822,LCA,YR2015,1807222222.22222
1823,LCA,YR2016,1865444444.44444
1824,LCA,YR2017,1996703703.7037
1825,LCA,YR2018,2057074074.07407
1826,LCA,YR2019,2094185185.18518
1827,LCN,YR2006,3351829873357.01
1828,LCN,YR2007,3948805125189.72
1829,LCN,YR2008,4591296955065.06
1830,LCN,YR2009,4314362221813.67
1831,LCN,YR2010,5349060248474.03
1832,LCN,YR2011,6088730809328.63
1833,LCN,YR2012,6155024383504.09
1834,LCN,YR2013,6307751441599.87
1835,LCN,YR2014,6432625813025.44
1836,LCN,YR2015,5376540613253.84
1837,LCN,YR2016,5249746391043.57
1838,LCN,YR2017,5832610432359.4
1839,LCN,YR2018,5706087467774.46
1840,LCN,YR2019,5622813152782.54
1841,LDC,YR2006,412394708354.565
1842,LDC,YR2007,494316747340.856
1843,LDC,YR2008,603522585096.71
1844,LDC,YR2009,607850693730.485
1845,LDC,YR2010,690376684490.481
1846,LDC,YR2011,801926397361.641
1847,LDC,YR2012,841893938607.498
1848,LDC,YR2013,917315427880.031
1849,LDC,YR2014,985868650324.885
1850,LDC,YR2015,954995951520.475
1851,LDC,YR2016,990949126516.125
1852,LDC,YR2017,1104009004406.99
1853,LDC,YR2018,1088187940163.63
1854,LDC,YR2019,1142396570094.39
1855,LIC,YR2006,356075978932.667
1856,LIC,YR2007,427293203252.479
1857,LIC,YR2008,512642412198.414
1858,LIC,YR2009,526007753879.31
1859,LIC,YR2010,591637362905.2
1860,LIC,YR2011,430766376180.917
1861,LIC,YR2012,408599413746.529
1862,LIC,YR2013,416884104097.296
1863,LIC,YR2014,448530521691.197
1864,LIC,YR2015,449577756120.781
1865,LIC,YR2016,444439642488.111
1866,LIC,YR2017,491499092098.709
1867,LIC,YR2018,415816146816.49
1868,LIC,YR2019,442286990942.081
1869,LIE,YR2006,4000101033.35638
1870,LIE,YR2007,4601430548.88525
1871,LIE,YR2008,5081479840.08716
1872,LIE,YR2009,4504376589.9239
1873,LIE,YR2010,5082338964.87305
1874,LIE,YR2011,5739705822.48169
1875,LIE,YR2012,5456099685.18582
1876,LIE,YR2013,6391711429.23146
1877,LIE,YR2014,6657526636.11731
1878,LIE,YR2015,6268513139.70288
1879,LIE,YR2016,6237299538.02934
1880,LIE,YR2017,6474310909.50636
1881,LIE,YR2018,6692618410.5125
1882,LIE,YR2019,6436467007.11932
1883,LKA,YR2006,28279802451.2714
1884,LKA,YR2007,32350238662.9452
1885,LKA,YR2008,40713826320.5023
1886,LKA,YR2009,42066223971.0169
1887,LKA,YR2010,58636160848.9497
1888,LKA,YR2011,67753284134.9913
1889,LKA,YR2012,70447217163.6167
1890,LKA,YR2013,77000578207.3909
1891,LKA,YR2014,82528535572.5429
1892,LKA,YR2015,85140955516.7505
1893,LKA,YR2016,88012281909.7522
1894,LKA,YR2017,94376237831.5778
1895,LKA,YR2018,94493871351.4217
1896,LKA,YR2019,89014978319.0703
1897,LMC,YR2006,2691387582865.31
1898,LMC,YR2007,3319083827275.09
1899,LMC,YR2008,3741331283478.26
1900,LMC,YR2009,3785725583242.68
1901,LMC,YR2010,4533254174586.71
1902,LMC,YR2011,5187185590945.9
1903,LMC,YR2012,5461792142964.6
1904,LMC,YR2013,5578818648329.08
1905,LMC,YR2014,5868162623218.58
1906,LMC,YR2015,5716557622624.56
1907,LMC,YR2016,5997917461749.4
1908,LMC,YR2017,6447085710234.66
1909,LMC,YR2018,6606760498754.65
1910,LMC,YR2019,6874526773448.24
1911,LMY,YR2006,11639461030837.0
1912,LMY,YR2007,14370508850888.7
1913,LMY,YR2008,17192974516975.0
1914,LMY,YR2009,16816751222178.8
1915,LMY,YR2010,20465368009772.6
1916,LMY,YR2011,24151876656634.2
1917,LMY,YR2012,25698108062037.8
1918,LMY,YR2013,27210105126960.9
1919,LMY,YR2014,28140117982873.0
1920,LMY,YR2015,26681765753333.8
1921,LMY,YR2016,26916084709959.2
1922,LMY,YR2017,29590502584084.8
1923,LMY,YR2018,31364367229265.6
1924,LMY,YR2019,32110421084434.4
1925,LSO,YR2006,1800092519.44933
1926,LSO,YR2007,1682025303.1603
1927,LSO,YR2008,1766820422.4798
1928,LSO,YR2009,1740835819.8008
1929,LSO,YR2010,2234731973.55119
1930,LSO,YR2011,2579421686.24912
1931,LSO,YR2012,2477702252.80078
1932,LSO,YR2013,2367113170.00373
1933,LSO,YR2014,2441063169.47922
1934,LSO,YR2015,2359754087.58169
1935,LSO,YR2016,2114426468.65681
1936,LSO,YR2017,2306741598.79677
1937,LSO,YR2018,2556247155.56945
1938,LSO,YR2019,2436029587.61009
1939,LTE,YR2006,7448570230979.5
1940,LTE,YR2007,9382521778909.07
1941,LTE,YR2008,11663323670463.3
1942,LTE,YR2009,11268891687538.1
1943,LTE,YR2010,13553728682871.0
1944,LTE,YR2011,16519537910748.4
1945,LTE,YR2012,17680702314004.1
1946,LTE,YR2013,19042110155027.3
1947,LTE,YR2014,19775313806693.1
1948,LTE,YR2015,18549854155934.1
1949,LTE,YR2016,18593432462844.9
1950,LTE,YR2017,20629823637317.1
1951,LTE,YR2018,22621357448474.1
1952,LTE,YR2019,23047283010403.6
1953,LTU,YR2006,30183575103.5262
1954,LTU,YR2007,39697891351.9431
1955,LTU,YR2008,47797551587.8823
1956,LTU,YR2009,37388122046.1496
1957,LTU,YR2010,37128694028.243
1958,LTU,YR2011,43535051482.3869
1959,LTU,YR2012,42927454291.478
1960,LTU,YR2013,46523420074.4372
1961,LTU,YR2014,48533659592.1728
1962,LTU,YR2015,41435533340.3883
1963,LTU,YR2016,43047309305.7375
1964,LTU,YR2017,47758736931.7805
1965,LTU,YR2018,53751411409.4437
1966,LTU,YR2019,54760617012.9166
1967,LUX,YR2006,42910146296.0646
1968,LUX,YR2007,51587401415.7872
1969,LUX,YR2008,58844277701.5258
1970,LUX,YR2009,54467289897.5582
1971,LUX,YR2010,56213985987.4181
1972,LUX,YR2011,61696281326.2457
1973,LUX,YR2012,59776383527.3602
1974,LUX,YR2013,65203276466.9768
1975,LUX,YR2014,68804811897.6434
1976,LUX,YR2015,60071584216.1375
1977,LUX,YR2016,62216885435.9505
1978,LUX,YR2017,65712180342.9842
1979,LUX,YR2018,71000359760.4599
1980,LUX,YR2019,69825641851.0104
1981,LVA,YR2006,21570076498.6205
1982,LVA,YR2007,31054350977.9784
1983,LVA,YR2008,35854274228.9139
1984,LVA,YR2009,26410909090.9091
1985,LVA,YR2010,23956163076.5575
1986,LVA,YR2011,27474380566.265
1987,LVA,YR2012,28169902669.3784
1988,LVA,YR2013,30204783461.8488
1989,LVA,YR2014,31386896487.0402
1990,LVA,YR2015,27263090547.0617
1991,LVA,YR2016,28083597512.4849
1992,LVA,YR2017,30483806017.8321
1993,LVA,YR2018,34429023435.0205
1994,LVA,YR2019,34343961072.8229
1995,MAC,YR2006,14874098382.0863
1996,MAC,YR2007,18439981803.6347
1997,MAC,YR2008,21027018551.1485
1998,MAC,YR2009,21587786004.5882
1999,MAC,YR2010,28241799668.0086
2000,MAC,YR2011,36845887225.4296
2001,MAC,YR2012,43189724079.7668
2002,MAC,YR2013,51536592939.0332
2003,MAC,YR2014,54902831793.5018
2004,MAC,YR2015,45048188247.6458
2005,MAC,YR2016,45070807279.6288
2006,MAC,YR2017,50440935654.0075
2007,MAC,YR2018,55284309690.2698
2008,MAC,YR2019,55204960999.5882
2009,MAF,YR2011,775875857.976655
2010,MAF,YR2014,772921756.313723
2011,MAR,YR2006,75883820424.0845
2012,MAR,YR2007,86947909744.5993
2013,MAR,YR2008,101822906946.027
2014,MAR,YR2009,101154952243.015
2015,MAR,YR2010,100865325482.244
2016,MAR,YR2011,110080631330.061
2017,MAR,YR2012,106937397478.353
2018,MAR,YR2013,115739288446.799
2019,MAR,YR2014,119130845829.482
2020,MAR,YR2015,110413820681.034
2021,MAR,YR2016,111572946646.535
2022,MAR,YR2017,118540574727.552
2023,MAR,YR2018,127341141871.205
2024,MAR,YR2019,128920265075.525
2025,MCO,YR2006,4586828062.23529
2026,MCO,YR2007,5875376401.92159
2027,MCO,YR2008,6502945305.07812
2028,MCO,YR2009,5473265701.67968
2029,MCO,YR2010,5367561640.00001
2030,MCO,YR2011,6088690667.31519
2031,MCO,YR2012,5742748405.54688
2032,MCO,YR2013,6555590641.56865
2033,MCO,YR2014,7069351223.5686
2034,MCO,YR2015,6261646949.53125
2035,MCO,YR2016,6472837332.95721
2036,MCO,YR2017,6431274937.64707
2037,MCO,YR2018,7194256778.2745
2038,MCO,YR2019,7383941919.21567
2039,MDA,YR2006,3408255364.03198
2040,MDA,YR2007,4401173161.68327
2041,MDA,YR2008,6054824433.05825
2042,MDA,YR2009,5439434059.31996
2043,MDA,YR2010,6974982391.40094
2044,MDA,YR2011,8414351671.7241
2045,MDA,YR2012,8709138767.2078
2046,MDA,YR2013,9496717700.89855
2047,MDA,YR2014,9399833207.49341
2048,MDA,YR2015,7798692878.40136
2049,MDA,YR2016,7982450758.03213
2050,MDA,YR2017,9519053158.46404
2051,MDA,YR2018,11253727815.4762
2052,MDA,YR2019,11735774634.4239
2053,MDG,YR2006,6395712491.75146
2054,MDG,YR2007,8524620890.88039
2055,MDG,YR2008,10725137721.5622
2056,MDG,YR2009,9616879407.59474
2057,MDG,YR2010,9982711338.11814
2058,MDG,YR2011,11551819617.6271
2059,MDG,YR2012,11578975063.7975
2060,MDG,YR2013,12423555457.0352
2061,MDG,YR2014,12522957401.0395
2062,MDG,YR2015,11323020699.9128
2063,MDG,YR2016,11848613859.5279
2064,MDG,YR2017,13176313593.5509
2065,MDG,YR2018,13760033282.6071
2066,MDG,YR2019,14104664677.9627
2067,MDV,YR2006,1575200390.625
2068,MDV,YR2007,1868383460.9375
2069,MDV,YR2008,2271646187.5
2070,MDV,YR2009,2345294875.0
2071,MDV,YR2010,2588176054.6875
2072,MDV,YR2011,2774350163.34773
2073,MDV,YR2012,2886163937.77963
2074,MDV,YR2013,3295009231.00739
2075,MDV,YR2014,3697353155.04883
2076,MDV,YR2015,4109416450.22514
2077,MDV,YR2016,4379134272.943
2078,MDV,YR2017,4754185598.8417
2079,MDV,YR2018,5300949822.99805
2080,MDV,YR2019,5609385433.592
2081,MEA,YR2006,1924931009374.37
2082,MEA,YR2007,2272332400470.5
2083,MEA,YR2008,2830408013082.13
2084,MEA,YR2009,2556999251658.56
2085,MEA,YR2010,2984420804908.85
2086,MEA,YR2011,3368261589778.98
2087,MEA,YR2012,3642052757122.07
2088,MEA,YR2013,3581785122621.94
2089,MEA,YR2014,3602485542648.46
2090,MEA,YR2015,3179422230864.32
2091,MEA,YR2016,3213372950118.37
2092,MEA,YR2017,3352271233734.46
2093,MEA,YR2018,3516514202416.88
2094,MEA,YR2019,3522808006382.47
2095,MEX,YR2006,975383402912.585
2096,MEX,YR2007,1052697085016.35
2097,MEX,YR2008,1109987401386.38
2098,MEX,YR2009,900047015737.995
2099,MEX,YR2010,1057800597973.65
2100,MEX,YR2011,1180487226406.78
2101,MEX,YR2012,1201093787127.42
2102,MEX,YR2013,1274443916251.64
2103,MEX,YR2014,1315356131262.48
2104,MEX,YR2015,1171870072962.76
2105,MEX,YR2016,1078493059306.95
2106,MEX,YR2017,1158912015259.01
2107,MEX,YR2018,1222405556421.13
2108,MEX,YR2019,1269009571610.76
2109,MHL,YR2006,142745200.0
2110,MHL,YR2007,149870000.0
2111,MHL,YR2008,145969100.0
2112,MHL,YR2009,150624900.0
2113,MHL,YR2010,160318500.0
2114,MHL,YR2011,171567100.0
2115,MHL,YR2012,179855800.0
2116,MHL,YR2013,185468000.0
2117,MHL,YR2014,185172900.0
2118,MHL,YR2015,182997300.0
2119,MHL,YR2016,200716000.0
2120,MHL,YR2017,212701200.0
2121,MHL,YR2018,219330300.0
2122,MHL,YR2019,232092300.0
2123,MIC,YR2006,11293666564845.1
2124,MIC,YR2007,13954903602793.2
2125,MIC,YR2008,16694431978835.2
2126,MIC,YR2009,16305847816594.7
2127,MIC,YR2010,19889521929418.4
2128,MIC,YR2011,23725461596065.7
2129,MIC,YR2012,25291481601347.3
2130,MIC,YR2013,26794468512319.2
2131,MIC,YR2014,27693615809487.3
2132,MIC,YR2015,26235141991923.6
2133,MIC,YR2016,26474239454559.9
2134,MIC,YR2017,29101978685393.7
2135,MIC,YR2018,30947243041064.9
2136,MIC,YR2019,31667498458543.1
2137,MKD,YR2006,6861227018.42078
2138,MKD,YR2007,8336475035.85415
2139,MKD,YR2008,9909552355.61558
2140,MKD,YR2009,9401736825.42688
2141,MKD,YR2010,9407170388.83362
2142,MKD,YR2011,10494626767.6445
2143,MKD,YR2012,9745261300.57788
2144,MKD,YR2013,10817702423.7886
2145,MKD,YR2014,11362265293.5581
2146,MKD,YR2015,10064519962.5655
2147,MKD,YR2016,10672467073.2873
2148,MKD,YR2017,11307067000.7188
2149,MKD,YR2018,12683068033.1043
2150,MKD,YR2019,12606338448.547
2151,MLI,YR2006,6905934219.29467
2152,MLI,YR2007,8156468818.00868
2153,MLI,YR2008,9838403090.95859
2154,MLI,YR2009,10231962382.7842
2155,MLI,YR2010,10689168011.4449
2156,MLI,YR2011,12995112698.0102
2157,MLI,YR2012,12442035328.035
2158,MLI,YR2013,13242690790.0557
2159,MLI,YR2014,14364937127.7002
2160,MLI,YR2015,13104764378.7114
2161,MLI,YR2016,14026048334.2131
2162,MLI,YR2017,15365713059.1057
2163,MLI,YR2018,17070867577.6666
2164,MLI,YR2019,17280250805.2245
2165,MLT,YR2006,6778321415.12985
2166,MLT,YR2007,7925403777.71694
2167,MLT,YR2008,9090376446.46258
2168,MLT,YR2009,8696304529.03584
2169,MLT,YR2010,9035819656.6669
2170,MLT,YR2011,9638733344.35806
2171,MLT,YR2012,9461826174.02344
2172,MLT,YR2013,10550968138.9413
2173,MLT,YR2014,11625843213.6076
2174,MLT,YR2015,11091467513.7109
2175,MLT,YR2016,11667976402.763
2176,MLT,YR2017,13489296992.0001
2177,MLT,YR2018,15298004130.4975
2178,MLT,YR2019,15881258056.2009
2179,MMR,YR2006,11863016315.2934
