,economy,time,NY.GDP.MKTP.CD
747,CZE,YR2010,209069940963.177
748,CZE,YR2011,229562733398.948
749,CZE,YR2012,208857719320.649
750,CZE,YR2013,211685616592.931
751,CZE,YR2014,209358834156.329
752,CZE,YR2015,188033050459.881
753,CZE,YR2016,196272068576.338
754,CZE,YR2017,218628940951.675
755,CZE,YR2018,249000540729.179
756,CZE,YR2019,252548179964.897
757,DEU,YR2006,2994703642023.53
758,DEU,YR2007,3425578382921.58
759,DEU,YR2008,3745264093617.19
760,DEU,YR2009,3411261212652.34
761,DEU,YR2010,3399667820000.09
762,DEU,YR2011,3749314991050.62
763,DEU,YR2012,3527143188785.16
764,DEU,YR2013,3733804649549.06
765,DEU,YR2014,3889093051023.45
766,DEU,YR2015,3357585719351.56
767,DEU,YR2016,3469853463945.63
768,DEU,YR2017,3690849152517.69
769,DEU,YR2018,3974443355019.53
770,DEU,YR2019,3888226035921.49
771,DJI,YR2006,768873684.032838
772,DJI,YR2007,847918929.107984
773,DJI,YR2008,999105339.267729
774,DJI,YR2009,1049110684.72493
775,DJI,YR2010,1128611700.3618
776,DJI,YR2011,1239144501.77525
777,DJI,YR2012,1353632941.5207
778,DJI,YR2013,2042817162.85639
779,DJI,YR2014,2214679081.25658
780,DJI,YR2015,2424391785.43897
781,DJI,YR2016,2604955228.70117
782,DJI,YR2017,2762581334.22612
783,DJI,YR2018,2913466732.12507
784,DJI,YR2019,3088853638.56832
785,DMA,YR2006,390251851.851852
786,DMA,YR2007,421374074.074074
787,DMA,YR2008,458188888.888889
788,DMA,YR2009,489074074.074074
789,DMA,YR2010,493825925.925926
790,DMA,YR2011,501025925.925926
791,DMA,YR2012,485996296.296296
792,DMA,YR2013,498296296.296296
793,DMA,YR2014,520207407.407407
794,DMA,YR2015,540737037.037037
795,DMA,YR2016,576229629.62963
796,DMA,YR2017,521551851.851852
797,DMA,YR2018,554770370.37037
798,DMA,YR2019,611537037.037037
799,DNK,YR2006,282885978374.285
800,DNK,YR2007,319423375611.047
801,DNK,YR2008,353358901702.046
802,DNK,YR2009,321243301145.337
803,DNK,YR2010,321995279401.502
804,DNK,YR2011,344003137611.271
805,DNK,YR2012,327148943812.137
806,DNK,YR2013,343584391647.927
807,DNK,YR2014,352993631617.708
808,DNK,YR2015,302673070846.857
809,DNK,YR2016,313115929314.339
810,DNK,YR2017,332121063806.391
811,DNK,YR2018,356841216410.068
812,DNK,YR2019,346498737961.635
813,DOM,YR2006,37879829854.7965
814,DOM,YR2007,43965459071.0654
815,DOM,YR2008,48122601589.7717
816,DOM,YR2009,48261079523.8213
817,DOM,YR2010,53860187452.3853
818,DOM,YR2011,58029773802.3818
819,DOM,YR2012,60681535894.481
820,DOM,YR2013,62682158700.2885
821,DOM,YR2014,67179956264.9383
822,DOM,YR2015,71164826719.5026
823,DOM,YR2016,75704647977.2591
824,DOM,YR2017,79998045975.5137
825,DOM,YR2018,85555390385.9812
826,DOM,YR2019,88941371980.2651
827,DZA,YR2006,117027280692.356
828,DZA,YR2007,134977082623.78
829,DZA,YR2008,171000699876.747
830,DZA,YR2009,137211004291.274
831,DZA,YR2010,161207306304.794
832,DZA,YR2011,200013097903.17
833,DZA,YR2012,209059081828.261
834,DZA,YR2013,209755003250.664
835,DZA,YR2014,213809980720.787
836,DZA,YR2015,165979224316.667
837,DZA,YR2016,160034212613.438
838,DZA,YR2017,170096989042.831
839,DZA,YR2018,174910891124.491
840,DZA,YR2019,171760290068.157
841,EAP,YR2006,3740321729010.93
842,EAP,YR2007,4727369211702.72
843,EAP,YR2008,5978428072955.47
844,EAP,YR2009,6483977394715.25
845,EAP,YR2010,7888957749541.36
846,EAP,YR2011,9645008222753.37
847,EAP,YR2012,10758481557851.8
848,EAP,YR2013,11870565646660.7
849,EAP,YR2014,12798136833357.7
850,EAP,YR2015,13326936591373.3
851,EAP,YR2016,13611836958159.3
852,EAP,YR2017,14876744560573.5
853,EAP,YR2018,16639892731999.3
854,EAP,YR2019,17207134431205.9
855,EAR,YR2006,5639663592981.58
856,EAR,YR2007,6671943375191.41
857,EAR,YR2008,7524219026102.23
858,EAR,YR2009,7262366408336.0
859,EAR,YR2010,8804986202942.55
860,EAR,YR2011,9724222961681.76
861,EAR,YR2012,10162396987594.3
862,EAR,YR2013,10305214092089.6
863,EAR,YR2014,10661877094591.4
864,EAR,YR2015,10147533368060.6
865,EAR,YR2016,10480129806000.4
866,EAR,YR2017,11335422969863.6
867,EAR,YR2018,11465084494129.5
868,EAR,YR2019,11696252034573.3
869,EAS,YR2006,11031655622225.1
870,EAS,YR2007,12325978560532.8
871,EAS,YR2008,14210859901527.2
872,EAS,YR2009,14623038565206.7
873,EAS,YR2010,17066365173220.0
874,EAS,YR2011,19790735702384.0
875,EAS,YR2012,21172217151488.2
876,EAS,YR2013,21410751038294.3
877,EAS,YR2014,22086203629928.3
878,EAS,YR2015,21997190975438.6
879,EAS,YR2016,22772302203840.8
880,EAS,YR2017,24324925891393.0
881,EAS,YR2018,26485229927652.4
882,EAS,YR2019,27023995393949.0
883,ECA,YR2006,1950105723610.7
884,ECA,YR2007,2509469361144.89
885,ECA,YR2008,3110393199188.08
886,ECA,YR2009,2437810986692.64
887,ECA,YR2010,2953116796718.19
888,ECA,YR2011,3670089875344.11
889,ECA,YR2012,3914684841121.45
890,ECA,YR2013,4150272500477.57
891,ECA,YR2014,3845774153167.21
892,ECA,YR2015,2921688285552.26
893,ECA,YR2016,2777867803805.59
894,ECA,YR2017,3118424956384.82
895,ECA,YR2018,3182909933137.88
896,ECA,YR2019,3248044237780.69
897,ECS,YR2006,18169184200684.1
898,ECS,YR2007,21230055608752.9
899,ECS,YR2008,23365417649314.7
900,ECS,YR2009,20549545129765.7
901,ECS,YR2010,21022097952360.3
902,ECS,YR2011,23307862167328.8
903,ECS,YR2012,22452882595862.3
904,ECS,YR2013,23456119535713.4
905,ECS,YR2014,23783762693462.8
906,ECS,YR2015,20487299241754.5
907,ECS,YR2016,20419509740630.1
908,ECS,YR2017,21655200512836.2
909,ECS,YR2018,23193777815580.4
910,ECS,YR2019,22910270792580.6
911,ECU,YR2006,46802044000.0
912,ECU,YR2007,51007777000.0
913,ECU,YR2008,61762635000.0
914,ECU,YR2009,62519686000.0
915,ECU,YR2010,69555367000.0
916,ECU,YR2011,79276664000.0
917,ECU,YR2012,87924544000.0
918,ECU,YR2013,95129659000.0
919,ECU,YR2014,101726331000.0
920,ECU,YR2015,99290381000.0
921,ECU,YR2016,99937696000.0
922,ECU,YR2017,104295862000.0
923,ECU,YR2018,107562008000.0
924,ECU,YR2019,108108009000.0
925,EGY,YR2006,107426086956.522
926,EGY,YR2007,130437828371.278
927,EGY,YR2008,162818181818.182
928,EGY,YR2009,189147005444.646
929,EGY,YR2010,218983666061.706
930,EGY,YR2011,235989672977.625
931,EGY,YR2012,279116666666.667
932,EGY,YR2013,288434108527.132
933,EGY,YR2014,305595408895.265
934,EGY,YR2015,329366576819.407
935,EGY,YR2016,332441717791.411
936,EGY,YR2017,248362771739.13
937,EGY,YR2018,262588632526.73
938,EGY,YR2019,318678815489.749
939,EMU,YR2006,11184044960382.4
940,EMU,YR2007,12879111960143.5
941,EMU,YR2008,14158257793140.4
942,EMU,YR2009,12938506838994.8
943,EMU,YR2010,12641745700258.5
944,EMU,YR2011,13637891491638.9
945,EMU,YR2012,12638777298888.5
946,EMU,YR2013,13196293606325.5
947,EMU,YR2014,13510069962193.7
948,EMU,YR2015,11675505777208.6
949,EMU,YR2016,11973696253892.8
950,EMU,YR2017,12679719055232.6
951,EMU,YR2018,13698192927474.5
952,EMU,YR2019,13418360523881.5
953,ERI,YR2006,1211161879.6748
954,ERI,YR2007,1317974491.05691
955,ERI,YR2008,1380188800.0
956,ERI,YR2009,1856695551.21951
957,ERI,YR2010,1589515447.15447
958,ERI,YR2011,2065001626.01626
959,ESP,YR2006,1260398977831.76
960,ESP,YR2007,1474002579820.0
961,ESP,YR2008,1631863493552.34
962,ESP,YR2009,1491472923706.64
963,ESP,YR2010,1422108199783.37
964,ESP,YR2011,1480710495710.13
965,ESP,YR2012,1324750738725.0
966,ESP,YR2013,1355579535912.56
967,ESP,YR2014,1371820537888.6
968,ESP,YR2015,1196156971279.69
969,ESP,YR2016,1233554967011.71
970,ESP,YR2017,1313245330197.66
971,ESP,YR2018,1421702715218.01
972,ESP,YR2019,1394320055129.38
973,EST,YR2006,17022870405.2189
974,EST,YR2007,22449129482.617
975,EST,YR2008,24341678628.9732
976,EST,YR2009,19633031397.6104
977,EST,YR2010,19523477325.6235
978,EST,YR2011,23213994093.4632
979,EST,YR2012,23019150071.1867
980,EST,YR2013,25115753366.1116
981,EST,YR2014,26634083965.0983
982,EST,YR2015,22890762090.1508
983,EST,YR2016,24072829276.775
984,EST,YR2017,26924385103.0662
985,EST,YR2018,30624720196.2285
986,EST,YR2019,31081901909.2151
987,ETH,YR2006,15280861834.6024
988,ETH,YR2007,19707616772.7996
989,ETH,YR2008,27066912635.2228
990,ETH,YR2009,32437389116.038
991,ETH,YR2010,29933790334.3418
992,ETH,YR2011,31952763089.33
993,ETH,YR2012,43310721414.0829
994,ETH,YR2013,47648276190.2977
995,ETH,YR2014,55612228233.5179
996,ETH,YR2015,64589329344.6937
997,ETH,YR2016,74296745599.0048
998,ETH,YR2017,81770886908.5198
999,ETH,YR2018,84269196152.0333
1000,ETH,YR2019,95912607970.1686
1001,EUU,YR2006,12712564874685.1
1002,EUU,YR2007,14727376164775.5
1003,EUU,YR2008,16295205228567.3
1004,EUU,YR2009,14762588819490.1
1005,EUU,YR2010,14555972617838.3
1006,EUU,YR2011,15764817006877.0
1007,EUU,YR2012,14641967048097.1
1008,EUU,YR2013,15294848407438.2
1009,EUU,YR2014,15650588620202.0
1010,EUU,YR2015,13553055207692.0
1011,EUU,YR2016,13889039447069.8
1012,EUU,YR2017,14764668937681.1
1013,EUU,YR2018,15979881686055.6
1014,EUU,YR2019,15692624900173.0
1015,FCS,YR2006,1060626418683.6
1016,FCS,YR2007,1291580794819.04
1017,FCS,YR2008,1636226107510.35
1018,FCS,YR2009,1512317017807.7
1019,FCS,YR2010,1789423802005.32
1020,FCS,YR2011,1682954992313.16
1021,FCS,YR2012,1886027758540.5
1022,FCS,YR2013,1957737559888.94
1023,FCS,YR2014,2077047395313.54
1024,FCS,YR2015,1659059960949.31
1025,FCS,YR2016,1555352426735.14
1026,FCS,YR2017,1645540777006.25
1027,FCS,YR2018,1730287221140.22
1028,FCS,YR2019,1826389026348.85
1029,FIN,YR2006,217089269791.764
1030,FIN,YR2007,256378067752.158
1031,FIN,YR2008,285716311136.719
1032,FIN,YR2009,253497520828.515
1033,FIN,YR2010,249424310816.673
1034,FIN,YR2011,275604356167.318
1035,FIN,YR2012,258290060227.734
1036,FIN,YR2013,271362405890.591
1037,FIN,YR2014,274862826772.152
1038,FIN,YR2015,234534382384.766
1039,FIN,YR2016,240771351298.84
1040,FIN,YR2017,255647979916.473
1041,FIN,YR2018,275708001767.838
1042,FIN,YR2019,268514916972.544
1043,FJI,YR2006,3076305452.86506
1044,FJI,YR2007,3378314599.76402
1045,FJI,YR2008,3523185919.55826
1046,FJI,YR2009,2870624635.68032
1047,FJI,YR2010,3140167239.46869
1048,FJI,YR2011,3779412255.47694
1049,FJI,YR2012,3972028509.66449
1050,FJI,YR2013,4189968869.81721
1051,FJI,YR2014,4857103846.72985
1052,FJI,YR2015,4682480303.97469
1053,FJI,YR2016,4930213787.50451
1054,FJI,YR2017,5353468387.56019
1055,FJI,YR2018,5581425890.96651
1056,FJI,YR2019,5481692621.61125
1057,FRA,YR2006,2320536221304.7
1058,FRA,YR2007,2660591246211.77
1059,FRA,YR2008,2930303780828.12
1060,FRA,YR2009,2700887366932.03
1061,FRA,YR2010,2645187882116.73
1062,FRA,YR2011,2865157541994.19
1063,FRA,YR2012,2683671716967.19
1064,FRA,YR2013,2811876903329.05
1065,FRA,YR2014,2855964488590.14
1066,FRA,YR2015,2439188643162.5
1067,FRA,YR2016,2472964344587.23
1068,FRA,YR2017,2595151045197.67
1069,FRA,YR2018,2790956878746.61
1070,FRA,YR2019,2728870246705.83
1071,FRO,YR2006,2017680721.80259
1072,FRO,YR2007,2339015384.90742
1073,FRO,YR2008,2489873331.02639
1074,FRO,YR2009,2296065312.82255
1075,FRO,YR2010,2331796784.36009
1076,FRO,YR2011,2505740886.25907
1077,FRO,YR2012,2427200582.91115
1078,FRO,YR2013,2690110671.24132
1079,FRO,YR2014,2914012852.34062
1080,FRO,YR2015,2573906035.59584
1081,FRO,YR2016,2813278761.27524
1082,FRO,YR2017,2980057167.73595
1083,FRO,YR2018,3188601035.1907
1084,FRO,YR2019,3275684065.13139
1085,FSM,YR2006,253541900.0
1086,FSM,YR2007,256787200.0
1087,FSM,YR2008,263145100.0
1088,FSM,YR2009,280284600.0
1089,FSM,YR2010,296944100.0
1090,FSM,YR2011,311301600.0
1091,FSM,YR2012,327248700.0
1092,FSM,YR2013,317214400.0
1093,FSM,YR2014,319271200.0
1094,FSM,YR2015,316489900.0
1095,FSM,YR2016,332265200.0
1096,FSM,YR2017,366666800.0
1097,FSM,YR2018,401932300.0
1098,FSM,YR2019,412000000.0
1099,GAB,YR2006,10327598308.5297
1100,GAB,YR2007,12455409574.9408
1101,GAB,YR2008,15571348329.2279
1102,GAB,YR2009,12113699059.4581
1103,GAB,YR2010,14372593013.8124
1104,GAB,YR2011,18210307754.4426
1105,GAB,YR2012,17170464000.7824
1106,GAB,YR2013,17595744803.6041
1107,GAB,YR2014,18203966900.4404
1108,GAB,YR2015,14383107763.1182
1109,GAB,YR2016,14023890263.875
1110,GAB,YR2017,14929487495.759
1111,GAB,YR2018,16867326389.8696
1112,GAB,YR2019,16874405460.1964
1113,GBR,YR2006,2709978165671.04
1114,GBR,YR2007,3092996468387.23
1115,GBR,YR2008,2931683721186.75
1116,GBR,YR2009,2417565709974.49
1117,GBR,YR2010,2491397494467.95
1118,GBR,YR2011,2666403005061.42
1119,GBR,YR2012,2706340967030.68
1120,GBR,YR2013,2786315215249.95
1121,GBR,YR2014,3065223279583.79
1122,GBR,YR2015,2934857946213.47
1123,GBR,YR2016,2699659680997.2
1124,GBR,YR2017,2683488510504.04
1125,GBR,YR2018,2878152147315.82
1126,GBR,YR2019,2857057847953.02
1127,GEO,YR2006,7745249283.88222
1128,GEO,YR2007,10172933118.493
1129,GEO,YR2008,12795147991.8388
1130,GEO,YR2009,10766919442.0789
1131,GEO,YR2010,12243219360.2985
1132,GEO,YR2011,15107482383.3798
1133,GEO,YR2012,16488819132.8835
1134,GEO,YR2013,17190068235.7892
1135,GEO,YR2014,17627336228.0536
1136,GEO,YR2015,14953675992.6704
1137,GEO,YR2016,15141598622.5692
1138,GEO,YR2017,16242647229.7398
1139,GEO,YR2018,17596922469.9152
1140,GEO,YR2019,17470436258.5131
1141,GHA,YR2006,20885042153.0199
1142,GHA,YR2007,24827333947.3782
1143,GHA,YR2008,28679383241.0729
1144,GHA,YR2009,26048726185.6746
1145,GHA,YR2010,32197648061.1663
1146,GHA,YR2011,39336668080.559
1147,GHA,YR2012,41271708599.715
1148,GHA,YR2013,62824629066.0408
1149,GHA,YR2014,54783320576.8882
1150,GHA,YR2015,49406014245.4296
1151,GHA,YR2016,56164933479.4044
1152,GHA,YR2017,60405920071.1024
1153,GHA,YR2018,67298913752.0241
1154,GHA,YR2019,68337974418.7681
1155,GIN,YR2006,4220019242.74824
1156,GIN,YR2007,6281917649.66709
1157,GIN,YR2008,6964179187.53836
1158,GIN,YR2009,6716904516.30084
1159,GIN,YR2010,6853467832.6761
1160,GIN,YR2011,6785137215.23269
1161,GIN,YR2012,7638045225.63676
1162,GIN,YR2013,8376613880.25749
1163,GIN,YR2014,8778473643.01989
1164,GIN,YR2015,8794202394.72245
1165,GIN,YR2016,8595955600.7877
1166,GIN,YR2017,10324668270.876
1167,GIN,YR2018,11857030366.4598
1168,GIN,YR2019,13442861496.5747
1169,GMB,YR2006,1054112487.74083
1170,GMB,YR2007,1279703029.87257
1171,GMB,YR2008,1561766955.73024
1172,GMB,YR2009,1450142497.46262
1173,GMB,YR2010,1543294945.45714
1174,GMB,YR2011,1409693594.05748
1175,GMB,YR2012,1415004743.17939
1176,GMB,YR2013,1375609459.78172
1177,GMB,YR2014,1229461731.70458
1178,GMB,YR2015,1378176605.93705
1179,GMB,YR2016,1484578897.15783
1180,GMB,YR2017,1504909447.77459
1181,GMB,YR2018,1670671340.37966
1182,GMB,YR2019,1813609679.15313
1183,GNB,YR2006,592365659.824007
1184,GNB,YR2007,696910784.016302
1185,GNB,YR2008,868154627.869806
1186,GNB,YR2009,830126428.786134
1187,GNB,YR2010,849878489.113364
1188,GNB,YR2011,1099818591.95727
1189,GNB,YR2012,989271155.126905
1190,GNB,YR2013,1046087367.44973
1191,GNB,YR2014,1054915581.36774
1192,GNB,YR2015,1048229632.99726
1193,GNB,YR2016,1179004911.26075
1194,GNB,YR2017,1350177012.24771
1195,GNB,YR2018,1504630233.68639
1196,GNB,YR2019,1439638410.99593
1197,GNQ,YR2006,10086528698.8604
1198,GNQ,YR2007,13071718758.7373
1199,GNQ,YR2008,19749893536.3204
1200,GNQ,YR2009,15027795173.2187
1201,GNQ,YR2010,16314443428.9392
1202,GNQ,YR2011,21357343681.8949
1203,GNQ,YR2012,22388344123.9938
1204,GNQ,YR2013,21948834290.3521
1205,GNQ,YR2014,21765453087.479
1206,GNQ,YR2015,13185496881.4052
1207,GNQ,YR2016,11240808846.6924
1208,GNQ,YR2017,12200913887.6428
1209,GNQ,YR2018,13097012124.2261
1210,GNQ,YR2019,11364133546.2494
1211,GRC,YR2006,273546728473.073
1212,GRC,YR2007,318902829550.733
1213,GRC,YR2008,355908689477.445
1214,GRC,YR2009,331308500253.274
1215,GRC,YR2010,297124961971.508
1216,GRC,YR2011,282995942006.559
1217,GRC,YR2012,242029307133.408
1218,GRC,YR2013,238907690051.132
1219,GRC,YR2014,235458133124.604
1220,GRC,YR2015,195683527003.375
1221,GRC,YR2016,193148146586.938
1222,GRC,YR2017,199844406013.533
1223,GRC,YR2018,212049447242.107
1224,GRC,YR2019,205257014892.498
1225,GRD,YR2006,698700666.666667
1226,GRD,YR2007,758683592.592593
1227,GRD,YR2008,825976037.037037
1228,GRD,YR2009,771275555.555555
1229,GRD,YR2010,771014814.814815
1230,GRD,YR2011,778655555.555555
1231,GRD,YR2012,799881481.481481
1232,GRD,YR2013,842618518.518518
1233,GRD,YR2014,911496296.296296
1234,GRD,YR2015,997007407.407407
1235,GRD,YR2016,1061640740.74074
1236,GRD,YR2017,1125685185.18519
1237,GRD,YR2018,1166514814.81481
1238,GRD,YR2019,1213485185.18519
1239,GRL,YR2006,2013106816.66011
1240,GRL,YR2007,2249811364.54199
1241,GRL,YR2008,2499092396.11838
1242,GRL,YR2009,2529964060.53747
1243,GRL,YR2010,2503167187.49305
1244,GRL,YR2011,2684461607.93113
1245,GRL,YR2012,2609678694.94479
1246,GRL,YR2013,2684947140.1518
1247,GRL,YR2014,2842065877.15443
1248,GRL,YR2015,2499113085.48255
1249,GRL,YR2016,2707146783.13056
1250,GRL,YR2017,2851610655.92391
1251,GRL,YR2018,3055791340.7025
1252,GRL,YR2019,2997331094.25136
1253,GTM,YR2006,29744247479.2443
1254,GTM,YR2007,33567850094.9993
1255,GTM,YR2008,38503718526.6281
1256,GTM,YR2009,37126146369.2608
1257,GTM,YR2010,40676579264.8401
1258,GTM,YR2011,46876004265.2386
1259,GTM,YR2012,49593926849.2429
1260,GTM,YR2013,52996447955.7632
1261,GTM,YR2014,57852150564.52
1262,GTM,YR2015,62186064718.7424
1263,GTM,YR2016,66053402744.7267
1264,GTM,YR2017,71653756504.1625
1265,GTM,YR2018,73328369925.8478
1266,GTM,YR2019,77172313916.4218
1267,GUM,YR2006,4238000000.0
1268,GUM,YR2007,4397000000.0
1269,GUM,YR2008,4658000000.0
1270,GUM,YR2009,4828000000.0
1271,GUM,YR2010,4949000000.0
1272,GUM,YR2011,4984000000.0
1273,GUM,YR2012,5265000000.0
1274,GUM,YR2013,5399000000.0
1275,GUM,YR2014,5610000000.0
1276,GUM,YR2015,5799000000.0
1277,GUM,YR2016,5901000000.0
1278,GUM,YR2017,6013000000.0
1279,GUM,YR2018,6056000000.0
1280,GUM,YR2019,6366000000.0
1281,GUY,YR2006,2379817986.72917
1282,GUY,YR2007,2730971599.89457
1283,GUY,YR2008,3025187428.38436
1284,GUY,YR2009,3165663152.73351
1285,GUY,YR2010,3432912511.30491
1286,GUY,YR2011,3691384317.52178
1287,GUY,YR2012,4063088529.13592
1288,GUY,YR2013,4167800935.59943
1289,GUY,YR2014,4127660158.47323
1290,GUY,YR2015,4279840193.7046
1291,GUY,YR2016,4482697336.56174
1292,GUY,YR2017,4748174334.14044
1293,GUY,YR2018,4787637005.53638
1294,GUY,YR2019,5173760191.84652
1295,HIC,YR2006,39962463041148.7
1296,HIC,YR2007,43756102613971.8
1297,HIC,YR2008,46623911291791.3
1298,HIC,YR2009,43669352938355.0
1299,HIC,YR2010,45759844719262.0
1300,HIC,YR2011,49412507535114.8
1301,HIC,YR2012,49446148147436.0
1302,HIC,YR2013,50054025962686.7
1303,HIC,YR2014,51134057169125.4
1304,HIC,YR2015,48273634988451.5
1305,HIC,YR2016,49306277527564.3
1306,HIC,YR2017,51570870016899.8
1307,HIC,YR2018,54839704976037.1
1308,HIC,YR2019,55315474922573.4
1309,HKG,YR2006,193535434591.37
1310,HKG,YR2007,211596953544.762
1311,HKG,YR2008,219278739753.002
1312,HKG,YR2009,214047795659.045
1313,HKG,YR2010,228638678536.952
1314,HKG,YR2011,248513617677.287
1315,HKG,YR2012,262628877166.217
1316,HKG,YR2013,275696879834.966
1317,HKG,YR2014,291459983449.58
1318,HKG,YR2015,309385622601.348
1319,HKG,YR2016,320860317562.562
1320,HKG,YR2017,341273289534.466
1321,HKG,YR2018,361731070995.726
1322,HKG,YR2019,363074560517.276
1323,HND,YR2006,10917476873.546
1324,HND,YR2007,12361257680.5627
1325,HND,YR2008,13881731630.9676
1326,HND,YR2009,14587496229.1811
1327,HND,YR2010,15839344591.9842
1328,HND,YR2011,17710275997.4749
1329,HND,YR2012,18528554861.0515
1330,HND,YR2013,18499729063.4192
1331,HND,YR2014,19756533658.0822
1332,HND,YR2015,20979791685.416
1333,HND,YR2016,21717604580.8627
1334,HND,YR2017,23136248046.2979
1335,HND,YR2018,24067750465.9361
1336,HND,YR2019,25089937108.6681
1337,HPC,YR2006,329711051193.589
1338,HPC,YR2007,394093813152.222
1339,HPC,YR2008,469266243001.106
1340,HPC,YR2009,474595462541.235
1341,HPC,YR2010,524405539450.417
1342,HPC,YR2011,588453270331.309
1343,HPC,YR2012,609295540296.691
1344,HPC,YR2013,677647202698.725
1345,HPC,YR2014,719693866273.251
1346,HPC,YR2015,698814203077.249
1347,HPC,YR2016,731974952060.25
1348,HPC,YR2017,809850137940.151
1349,HPC,YR2018,771241850302.934
1350,HPC,YR2019,799160667507.735
1351,HRV,YR2006,49532592592.8832
1352,HRV,YR2007,59172904660.6176
1353,HRV,YR2008,68342061762.0017
1354,HRV,YR2009,61941466003.2875
1355,HRV,YR2010,58693611581.162
1356,HRV,YR2011,62599775593.221
1357,HRV,YR2012,57231455635.3668
1358,HRV,YR2013,59363124068.5843
1359,HRV,YR2014,59214461630.3993
1360,HRV,YR2015,50742086222.907
1361,HRV,YR2016,52391038979.0338
1362,HRV,YR2017,55937483557.9256
1363,HRV,YR2018,61330483609.8835
1364,HRV,YR2019,61329267533.1316
1365,HTI,YR2006,7638739123.54444
1366,HTI,YR2007,9228637766.24316
1367,HTI,YR2008,10432962724.7617
1368,HTI,YR2009,11597002929.7989
1369,HTI,YR2010,11859312627.0763
1370,HTI,YR2011,13008746038.8867
1371,HTI,YR2012,13708925402.937
1372,HTI,YR2013,14902488489.0545
1373,HTI,YR2014,15146883647.3766
1374,HTI,YR2015,14849629407.9546
1375,HTI,YR2016,14069277532.4999
1376,HTI,YR2017,15093357143.42
1377,HTI,YR2018,16403864521.4121
1378,HTI,YR2019,15016090929.8744
1379,HUN,YR2006,115715618613.052
1380,HUN,YR2007,140186691233.532
1381,HUN,YR2008,158325583917.574
1382,HUN,YR2009,131069277212.635
1383,HUN,YR2010,132175349953.713
1384,HUN,YR2011,141942264554.475
1385,HUN,YR2012,128814279315.132
1386,HUN,YR2013,135684315697.713
1387,HUN,YR2014,141033843265.669
1388,HUN,YR2015,125174166987.372
1389,HUN,YR2016,128609822750.039
1390,HUN,YR2017,143112196040.326
1391,HUN,YR2018,160565642983.587
1392,HUN,YR2019,164020460331.659
1393,IBD,YR2006,11403941454978.9
1394,IBD,YR2007,14166070736983.5
1395,IBD,YR2008,17000231113774.3
1396,IBD,YR2009,16487865779437.7
1397,IBD,YR2010,20048166862477.2
1398,IBD,YR2011,23739490220163.1
1399,IBD,YR2012,25231185297161.3
1400,IBD,YR2013,26621251796118.4
1401,IBD,YR2014,27519521640517.5
1402,IBD,YR2015,25774291128877.2
1403,IBD,YR2016,25972093023068.7
1404,IBD,YR2017,28689022224808.5
1405,IBD,YR2018,30520147708890.0
1406,IBD,YR2019,31181885466267.4
1407,IBT,YR2006,12493276098307.4
1408,IBT,YR2007,15440043749348.0
1409,IBT,YR2008,18521254921505.9
1410,IBT,YR2009,18003100309250.7
1411,IBT,YR2010,21798451915412.3
1412,IBT,YR2011,25521665780816.4
1413,IBT,YR2012,27106356951918.2
1414,IBT,YR2013,28659297586380.9
1415,IBT,YR2014,29716965776742.9
1416,IBT,YR2015,27922343491136.9
1417,IBT,YR2016,28162575334751.8
1418,IBT,YR2017,30978325716193.1
1419,IBT,YR2018,32893629417407.6
1420,IBT,YR2019,33639428774236.2
1421,IDA,YR2006,1090624298175.4
1422,IDA,YR2007,1274448228707.58
1423,IDA,YR2008,1521482725374.42
1424,IDA,YR2009,1515763269136.51
1425,IDA,YR2010,1750735521057.77
1426,IDA,YR2011,1782101859063.55
1427,IDA,YR2012,1875053620989.96
1428,IDA,YR2013,2038045790262.45
1429,IDA,YR2014,2197444136225.37
1430,IDA,YR2015,2146720272494.66
1431,IDA,YR2016,2188895718882.44
1432,IDA,YR2017,2288777969587.38
1433,IDA,YR2018,2373505833478.72
1434,IDA,YR2019,2457261018776.69
1435,IDB,YR2006,469295440463.001
1436,IDB,YR2007,541264522565.236
1437,IDB,YR2008,640036074397.379
1438,IDB,YR2009,606965502107.914
1439,IDB,YR2010,715590112082.901
1440,IDB,YR2011,823906283238.815
1441,IDB,YR2012,909186219114.415
1442,IDB,YR2013,989607127321.841
1443,IDB,YR2014,1076979908548.03
1444,IDB,YR2015,1017844957897.42
1445,IDB,YR2016,977321951410.728
1446,IDB,YR2017,960023974850.292
1447,IDB,YR2018,1048863296886.91
1448,IDB,YR2019,1069700472074.97
1449,IDN,YR2006,364570515631.625
1450,IDN,YR2007,432216737774.861
1451,IDN,YR2008,510228634992.258
1452,IDN,YR2009,539580085612.401
1453,IDN,YR2010,755094157594.248
1454,IDN,YR2011,892969104529.233
1455,IDN,YR2012,917869913365.243
1456,IDN,YR2013,912524136718.018
1457,IDN,YR2014,890814755511.291
1458,IDN,YR2015,860854232717.853
1459,IDN,YR2016,931877364033.902
1460,IDN,YR2017,1015618744168.15
1461,IDN,YR2018,1042271532953.36
1462,IDN,YR2019,1119099871386.16
1463,IDX,YR2006,621350084131.204
1464,IDX,YR2007,733404724665.703
1465,IDX,YR2008,881879617320.975
1466,IDX,YR2009,909363560234.375
1467,IDX,YR2010,1035735186761.63
1468,IDX,YR2011,958377202447.045
1469,IDX,YR2012,965873002611.246
1470,IDX,YR2013,1048438662940.6
1471,IDX,YR2014,1120464227677.34
